title,condition,url,agency,introduce,kind
감성 인공 지능,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_8+2022_2_B5/about,상명대학교,"
컴퓨터가사용자의인지와감성을이해하고반응하는상호작용지식및구현기술을 습득한다.
산업 수요 기술 습득을 통한 기술의 적용 능력을 함양한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
생체신호와 데이터 분석,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_7+2022_2_B4/about,상명대학교,"생체신호의 측정
원리를이해하고,수집한신호로부터정보를추출하고분석하기 위한 신호처리 및 통계기초를 학습한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
감성컴퓨팅,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_4+2022_2_B1/about,상명대학교,"감성 반응의 통합적 정보처리 모델을
통한감성상호작용기술을습득함으로 감성 인식 기술 전문가 능력을 함양한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
"게임엔진을 이용한 실감콘텐츠(VR, AR) 기획과 개발",진행중,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_3+2022_2_T3/about,상명대학교,"실감콘텐츠 기획과
개발에대한이해와게임엔진을통한실감콘텐츠에대해 이해하고 개발한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
생성 모델과 시각 지능,진행중,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_1+2022_2_T1/about,상명대학교,"딥러닝 분야에서
가장인기있는주제인생성모델에대해서공부하고그중에서 가장 각광받고 있는 주제인 적대적 생성망 (GAN)의 개념을
학습한다.
GAN의 기초 모델인 DCGAN, WGAN, CGAN, BiGAN의 개념을 공부하고 그 구현 예를 실습한다.
GAN의 발전 모델인 Cycle GAN, Star GAN, Style GAN의 개념을 공부하고 그구현예를실습한다.
전통적인 시각적 문제인 얼굴 합성, 초해상화, 노이즈 제거, 예술 효과 표현
등의분야에서GAN이사용되는해결방법에대해서학습한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
인공지능시대의 사회적 쟁점,진행중,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_2+2022_2_T2/about,상명대학교,"각 주마다 인공지능 관련
도덕적이슈에관한일반적인설명,입장,쟁점들을 살펴보고, 이런 것들이 현재 기술과 어떻게 맞물리는지
분석하며,어떤정책이나올지생각해본다.","
공학

                                (컴퓨터ㆍ통신)
                            "
휴먼컴퓨터인터페이스,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_9+2022_2_B6/about,상명대학교,"

인간 컴퓨터 상호작용에 대한 기본 지식과 원리를 학습하고 감성 상호작용에 대한 깊은 이해와 실습을 할 수 있다.
컴퓨터가 사용자의 인지와 감성을 이해하고 반응하고 상호작용 지식 및 구현 기술 습득할 수 있다. 
산업 수요 기술 습득을 통한 기술의 적용 능력을 함양할 수 있다.","
공학

                                (컴퓨터ㆍ통신)
                            "
자율 에이전트 및 멀티 에이전트 시스템,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SMUk+SMU2020_01+2022_2_A1/about,상명대학교,"자율에이전트 이론적 배경 및 계산적 모델 이해한다.
인간 모사형 자율에이전트 이해 및 학습형 에이전트로의 확장한다.
멀티에이전트 환경에서 자율에이전트의 행동 모델링 및 시뮬레이션을 이해한다.
인간 모사형 자율에이전트/멀티에이전트를 이용한 차세대 인공지능 설계 방법론 확립한다.","
공학

                                (컴퓨터ㆍ통신)
                            "
빅데이터 거버넌스,종료,http://www.kmooc.kr/courses/course-v1:MA_CUK+MATCHUP_CUK_B02+2022_1/about,고려사이버대학교(매치업),"[수업내용]
■ 빅데이터 거버넌스에 대한 전반적인 이해와 함께, 빅데이터 거버넌스 관점에서
데이터관리,활용프로세스를단계별로살펴보고각프로세스를 수행하기 위해 기초가되는 데이터거버넌스 지식과 기술을
학습합니다.
■ 빅데이터 거버넌스 제품 기능과 실습을 통하여 데이터관리기법을
역할별로어떻게운영되고있는지학습하고학습자들에게데이터거버넌스에대한 생소함과 막연함을 줄이고 데이터 활용과
가치증진을위해꼭필요한관리체계임을이해합니다.
■ 특히, CaseStudy를 통합사례분석으로 공고기관, 금융 및 민간기업이
어떤목적으로도입해서어떻게관리하고있는지BestPractice를 통해서 배우고 향후 4차산업혁명 기반의
데이터관리를어떤방향으로무엇을준비해야하는지전반적으로살펴봄으로써 데이터관리, 운영 및 활용실무에 익숙해집니다.

[학습목표]
■ 데이터 거버넌스가 무엇인지, 왜 필요한지, 데이터 거버넌스를 통하여 어떻게 관리해야 하는지를 이해합니다.
■ 데이터 거버넌스는 어떤 효과를 주고 어떻게 지속적으로 유지해야 하는지와 프레임워크를 이해합니다.
■ 데이터 거버넌스 수립 원칙, 정책, 대상,범위,역할,조직,기능 및 절차에
대하여이해하고역할,기능,프로세스적측면의거버넌스 조직 및 역량,협업적측면의 거버넌스 수립방법을 습득합니다.
■ 데이터 거버넌스 시스템 및 기능면에서 메타, 표준, 구조, 품질 및마스터데이터에대하여학습하고,데이터거버넌스에대한관리,
운영측면정책과 프로세스, 역할에대해서 어떻게 효율적으로관리해야
하는지 학습합니다.","
공학

                                (null)
                            "
동아시아에서의 역사 인식과 화해(The Historical Recognition and Reconciliation in East Asia),진행중,http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu01+2022_K3/about,경남대학교,"[수업내용]
■ 빅데이터 거버넌스에 대한 전반적인 이해와 함께, 빅데이터 거버넌스 관점에서
데이터관리,활용프로세스를단계별로살펴보고각프로세스를 수행하기 위해 기초가되는 데이터거버넌스 지식과 기술을
학습합니다.
■ 빅데이터 거버넌스 제품 기능과 실습을 통하여 데이터관리기법을
역할별로어떻게운영되고있는지학습하고학습자들에게데이터거버넌스에대한 생소함과 막연함을 줄이고 데이터 활용과
가치증진을위해꼭필요한관리체계임을이해합니다.
■ 특히, CaseStudy를 통합사례분석으로 공고기관, 금융 및 민간기업이
어떤목적으로도입해서어떻게관리하고있는지BestPractice를 통해서 배우고 향후 4차산업혁명 기반의
데이터관리를어떤방향으로무엇을준비해야하는지전반적으로살펴봄으로써 데이터관리, 운영 및 활용실무에 익숙해집니다.

[학습목표]
■ 데이터 거버넌스가 무엇인지, 왜 필요한지, 데이터 거버넌스를 통하여 어떻게 관리해야 하는지를 이해합니다.
■ 데이터 거버넌스는 어떤 효과를 주고 어떻게 지속적으로 유지해야 하는지와 프레임워크를 이해합니다.
■ 데이터 거버넌스 수립 원칙, 정책, 대상,범위,역할,조직,기능 및 절차에
대하여이해하고역할,기능,프로세스적측면의거버넌스 조직 및 역량,협업적측면의 거버넌스 수립방법을 습득합니다.
■ 데이터 거버넌스 시스템 및 기능면에서 메타, 표준, 구조, 품질 및마스터데이터에대하여학습하고,데이터거버넌스에대한관리,
운영측면정책과 프로세스, 역할에대해서 어떻게 효율적으로관리해야
하는지 학습합니다.","
공학

                                (null)
                            "
프로메테우스의 불; 과학과 전쟁(Fire of Prometheus; Science and War),진행중,http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu02+2022_K1/about,경남대학교,"[수업내용]
■ 빅데이터 거버넌스에 대한 전반적인 이해와 함께, 빅데이터 거버넌스 관점에서
데이터관리,활용프로세스를단계별로살펴보고각프로세스를 수행하기 위해 기초가되는 데이터거버넌스 지식과 기술을
학습합니다.
■ 빅데이터 거버넌스 제품 기능과 실습을 통하여 데이터관리기법을
역할별로어떻게운영되고있는지학습하고학습자들에게데이터거버넌스에대한 생소함과 막연함을 줄이고 데이터 활용과
가치증진을위해꼭필요한관리체계임을이해합니다.
■ 특히, CaseStudy를 통합사례분석으로 공고기관, 금융 및 민간기업이
어떤목적으로도입해서어떻게관리하고있는지BestPractice를 통해서 배우고 향후 4차산업혁명 기반의
데이터관리를어떤방향으로무엇을준비해야하는지전반적으로살펴봄으로써 데이터관리, 운영 및 활용실무에 익숙해집니다.

[학습목표]
■ 데이터 거버넌스가 무엇인지, 왜 필요한지, 데이터 거버넌스를 통하여 어떻게 관리해야 하는지를 이해합니다.
■ 데이터 거버넌스는 어떤 효과를 주고 어떻게 지속적으로 유지해야 하는지와 프레임워크를 이해합니다.
■ 데이터 거버넌스 수립 원칙, 정책, 대상,범위,역할,조직,기능 및 절차에
대하여이해하고역할,기능,프로세스적측면의거버넌스 조직 및 역량,협업적측면의 거버넌스 수립방법을 습득합니다.
■ 데이터 거버넌스 시스템 및 기능면에서 메타, 표준, 구조, 품질 및마스터데이터에대하여학습하고,데이터거버넌스에대한관리,
운영측면정책과 프로세스, 역할에대해서 어떻게 효율적으로관리해야
하는지 학습합니다.","
공학

                                (null)
                            "
차이나는 K-클라스 : 디지털로 부활하는 K-문화유산(박진호),종료(청강가능),http://www.kmooc.kr/courses/course-v1:JTBC+JTBC008+2022_T1/about,JTBC,"
▸ 문화강국 대한민국의 과거와 현재, 미래를 다각도로 조명해보는 시간!
▸ 유홍준 전문화재청장, 작가 황석영, '범내려온다' 안무가 김보람, 드라마 '지옥'의 김신록 배우 등 
▸ 생동감 넘치는 확장현실(XR) 기술로 K-컬처를 느껴보세요!
▸ 2022년 8월 7일부터 JTBC를 통한 방송, K-MOOC를 통한 강의 제공
","
예체능

                                (응용예술)
                            "
위대한 수업2(GREAT MINDS) : 빅테크 기업의 흥망성쇠,종료(청강가능),http://www.kmooc.kr/courses/course-v1:EBS+EBS005+2022_T1/about,EBS,"
▸ [K-MOOC X EBS] 글로벌 최정상 석학과 리더들이 다시 온다! [위대한 수업 시즌2]
▸ 제인 구달, 제레드 다이아몬드, 제임스 카메론 등 세계를 이끌고 있는 지성들이 직접 준비한 명강연
▸ 2022년 8월 29일부터 EBS를 통한 방송, K-MOOC를 통한 강의 수강 동시 가능
","
사회과학

                                (경영ㆍ경제)
                            "
위대한 수업2(GREAT MINDS) : 미식의 세계,종료(청강가능),http://www.kmooc.kr/courses/course-v1:EBS+EBS006+2022_T1/about,EBS,"
▸ [K-MOOC X EBS] 글로벌 최정상 석학과 리더들이 다시 온다! [위대한 수업 시즌2]
▸ 제인 구달, 제레드 다이아몬드, 제임스 카메론 등 세계를 이끌고 있는 지성들이 직접 준비한 명강연
▸ 2022년 8월 29일부터 EBS를 통한 방송, K-MOOC를 통한 강의 수강 동시 가능
","
자연과학

                                (생활과학)
                            "
소재가 빚어내는 문명의 화음,종료(청강가능),http://www.kmooc.kr/courses/course-v1:UOSk+uos12+2022_T2/about,서울시립대학교,"
본 강좌는 석기에서 출발하여 청동기, 철기, 그리고 오늘날의 플라스틱에 이르기까지 문명의 발전과 궤를 같이하는 소재의 발달 과정을 들여다본다. 인류문명사의 각 단계에서 왜 그러한 소재가 요구되었는지, 다른 가능성은 없었는지에 등의 질문을 던지고, 다양한 에피소드들을 통해 답을 찾아나간다. 각 시대의 전환점에서 하나의 새로운 소재가 출현할 때, 그에 공헌한 사람들이 당시까지 알려진 과학 지식들을 어떻게 응용하였고 그로부터 어떠한 창의적인 아이디어가 탄생하였는지를 소개한다. 또한 이러한 소재들이 최종 형태로 가공되어 우리 손에 들어오기까지 얼마나 복잡한 단계를 거치는지, 그리고 가장 적합한 소재를 찾아내느라 노력한 수많은 사람들이 어떠한 고민과 시행착오를 거쳤는지 살펴본다. 
이러한 과정을 통해 각 시대별 사회상과 주류의 사고방식에 더하여, 구체적인 응용기술, 타 분야에 대한 영향 및 파급효과 등을 과학 및 공학적 원리를 통해 설명함으로써, 소재와 인류문명 사이의 상호관계를 통섭적 시각으로 파악한다. 나아가 이러한 종합적인 고찰을 통하여 현대 과학기술에서 활용되는 첨단 신소재의 개발 과정을 이해하고, 미래의 기술 발전에 대한 예측 및 새로운 아이디어를 이끌어 낼 수 있도록 문명의 발전 과정을 관통하는 흐름과 원리를 제시한다.
","
융ㆍ복합

                                (융ㆍ복합)
                            "
